realgtsf,1,,204,
realgusf,1,,107,
realgvsf,1,,819,
realgwsf,1,,107,
realgxsf,1,,204,
realgysf,1,,204,
realgzsf,1,,109,
realhasf,1,,107,
realhbsf,1,,211,
realhcsf,1,,211,
realhdsf,1,,204,
realhesf,1,,819,
realhfsf,1,,211,
realhgsf,1,,204,
realhhsf,1,,109,
realhisf,1,,211,
realhjsf,1,,411,
realhksf,1,,819,
realhlsf,1,,211,
realhmsf,1,,109,
realhnsf,1,,109,
realhosf,1,,411,
realhpsf,1,,211,
realhqsf,1,,819,
realhrsf,1,,411,
realhssf,1,,411,
realhtsf,1,,107,
realhusf,1,,107,
realhvsf,1,,411,
realhwsf,1,,211,
realhxsf,1,,411,
realhysf,1,,109,
realhzsf,1,,204,
realiasf,1,,109,
realibsf,1,,411,
realicsf,1,,204,
realidsf,1,,411,
realiesf,1,,107,
realifsf,1,,204,
realigsf,1,,819,
realihsf,1,,109,
realiisf,1,,107,
realijsf,1,,211,
realiksf,1,,211,
realilsf,1,,204,
realimsf,1,,107,
realinsf,1,,109,
realiosf,1,,411,
realipsf,1,,211,
realiqsf,1,,204,
realirsf,1,,411,
realissf,1,,819,
realitsf,1,,204,
realiusf,1,,819,
realivsf,1,,204,
realiwsf,1,,819,
realixsf,1,,107,
realiysf,1,,204,
realizsf,1,,211,
realjasf,1,,211,
realjbsf,1,,107,
realjcsf,1,,819,
realjdsf,1,,819,
realjesf,1,,819,
realjfsf,1,,107,
realjgsf,1,,411,
realjhsf,1,,109,
realjisf,1,,204,
realjjsf,1,,107,
realjksf,1,,204,
realjlsf,1,,107,
realjmsf,1,,819,
realjnsf,1,,107,
realjosf,1,,107,
realjpsf,1,,107,
realjqsf,1,,819,
realjrsf,1,,109,
realjssf,1,,109,
realjtsf,1,,204,
realjusf,1,,204,
realjvsf,1,,819,
realjwsf,1,,204,
realjxsf,1,,411,
realjysf,1,,211,
realjzsf,1,,211,
realkasf,1,,109,
realkbsf,1,,204,
realkcsf,1,,204,
realkdsf,1,,819,
realkesf,1,,107,
realkfsf,1,,107,
realkgsf,1,,109,
realkhsf,1,,109,
realkisf,1,,211,
realkjsf,1,,411,
realkksf,1,,819,
realklsf,1,,819,
realkmsf,1,,109,
realknsf,1,,107,
realkosf,1,,211,
realkpsf,1,,211,
realkqsf,1,,109,
realkrsf,1,,204,
realkssf,1,,411,
realktsf,1,,204,
realkusf,1,,109,
realkvsf,1,,109,
realkwsf,1,,107,
realkxsf,1,,109,
realkysf,1,,109,
realkzsf,1,,819,
reallasf,1,,819,
reallbsf,1,,211,
reallcsf,1,,204,
realldsf,1,,107,
reallesf,1,,204,
reallfsf,1,,109,
reallgsf,1,,211,
reallhsf,1,,819,
reallisf,1,,411,
realljsf,1,,107,
reallksf,1,,819,
realllsf,1,,204,
reallmsf,1,,819,
reallnsf,1,,109,
reallosf,1,,204,
reallpsf,1,,107,
reallqsf,1,,204,
reallrsf,1,,411,
reallssf,1,,411,
realltsf,1,,211,
reallusf,1,,107,
reallvsf,1,,411,
reallwsf,1,,204,
reallxsf,1,,204,
reallysf,1,,204,
reallzsf,1,,411,
realmasf,1,,211,
realmbsf,1,,107,
realmcsf,1,,211,
realmdsf,1,,819,
realmesf,1,,411,
realmfsf,1,,411,
realmgsf,1,,107,
realmhsf,1,,107,
realmisf,1,,819,
realmjsf,1,,211,
realmksf,1,,107,
realmlsf,1,,819,
realmmsf,1,,819,
realmnsf,1,,107,
realmosf,1,,204,
realmpsf,1,,107,
realmqsf,1,,819,
realmrsf,1,,211,
realmssf,1,,107,
realmtsf,1,,819,
realmusf,1,,204,
realmvsf,1,,211,
realmwsf,1,,107,
realmxsf,1,,204,
realmysf,1,,109,
realmzsf,1,,107,
realnasf,1,,107,
realnbsf,1,,819,
realncsf,1,,204,
realndsf,1,,411,
realnesf,1,,204,
realnfsf,1,,211,
realngsf,1,,109,
realnhsf,1,,819,
realnisf,1,,109,
realnjsf,1,,109,
realnksf,1,,204,
realnlsf,1,,107,
realnmsf,1,,107,
realnnsf,1,,211,
realnosf,1,,109,
realnpsf,1,,204,
realnqsf,1,,107,
realnrsf,1,,819,
realnssf,1,,107,
realntsf,1,,107,
realnusf,1,,211,
realnvsf,1,,107,
realnwsf,1,,411,
realnxsf,1,,107,
realnysf,1,,411,
realnzsf,1,,211,
realoasf,1,,411,
realobsf,1,,107,
realocsf,1,,211,
realodsf,1,,819,
realoesf,1,,107,
realofsf,1,,411,
realogsf,1,,204,
realohsf,1,,411,
realoisf,1,,107,
realojsf,1,,819,
realoksf,1,,204,
realolsf,1,,411,
realomsf,1,,107,
realonsf,1,,211,
realoosf,1,,819,
realopsf,1,,819,
realoqsf,1,,107,
realorsf,1,,204,
realossf,1,,109,
realotsf,1,,109,
realousf,1,,109,
realovsf,1,,204,
realowsf,1,,211,
realoxsf,1,,204,
realoysf,1,,411,
realozsf,1,,411,
realpasf,1,,819,
realpbsf,1,,109,
realpcsf,1,,411,
realpdsf,1,,819,
realpesf,1,,109,
realpfsf,1,,411,
realpgsf,1,,204,
realphsf,1,,819,
realpisf,1,,411,
realpjsf,1,,211,
realpksf,1,,819,
realplsf,1,,819,
realpmsf,1,,819,
realpnsf,1,,819,
realposf,1,,107,
realppsf,1,,107,
realpqsf,1,,819,
realprsf,1,,411,
realpssf,1,,211,
realptsf,1,,819,
realpusf,1,,819,
realpvsf,1,,211,
realpwsf,1,,819,
realpxsf,1,,411,
realpysf,1,,411,
realpzsf,1,,211,
realqasf,1,,411,
realqbsf,1,,109,
realqcsf,1,,819,
realqdsf,1,,211,
realqesf,1,,109,
realqfsf,1,,204,
realqgsf,1,,204,
realqhsf,1,,204,
realqisf,1,,109,
realqjsf,1,,204,
realqksf,1,,819,
realqlsf,1,,109,
realqmsf,1,,411,
realqnsf,1,,411,
realqosf,1,,204,
realqpsf,1,,819,
realqqsf,1,,411,
realqrsf,1,,211,
realqssf,1,,107,
realqtsf,1,,204,
realqusf,1,,211,
realqvsf,1,,211,
realqwsf,1,,107,
realqxsf,1,,107,
realqysf,1,,204,
realqzsf,1,,411,
realrasf,1,,204,
realrbsf,1,,204,
realrcsf,1,,411,
realrdsf,1,,819,
realresf,1,,819,
realrfsf,1,,204,
realrgsf,1,,819,
realrhsf,1,,109,
realrisf,1,,204,
realrjsf,1,,819,
realrksf,1,,107,
realrlsf,1,,211,
realrmsf,1,,204,
realrnsf,1,,211,
realrosf,1,,109,
realrpsf,1,,107,
realrqsf,1,,107,
realrrsf,1,,204,
realrssf,1,,107,
realrtsf,1,,109,
realrusf,1,,109,
realrvsf,1,,411,
realrwsf,1,,109,
realrxsf,1,,411,
realrysf,1,,109,
realrzsf,1,,109,
realsasf,1,,411,
realsbsf,1,,204,
realscsf,1,,204,
realsdsf,1,,107,
realsesf,1,,109,
realsfsf,1,,107,
realsgsf,1,,107,
realshsf,1,,204,
realsisf,1,,411,
realsjsf,1,,211,
realsksf,1,,107,
realslsf,1,,204,
realsmsf,1,,107,
realsnsf,1,,211,
realsosf,1,,411,
realspsf,1,,109,
realsqsf,1,,411,
realsrsf,1,,109,
realsssf,1,,211,
realstsf,1,,211,
realsusf,1,,211,
realsvsf,1,,411,
realswsf,1,,109,
realsxsf,1,,204,
realsysf,1,,411,
realszsf,1,,819,
realtasf,1,,411,
realtbsf,1,,819,
realtcsf,1,,211,
realtdsf,1,,211,
realtesf,1,,819,
realtfsf,1,,411,
realtgsf,1,,411,
realthsf,1,,107,
realtisf,1,,411,
realtjsf,1,,211,
realtksf,1,,411,
realtlsf,1,,107,
realtmsf,1,,107,
realtnsf,1,,109,
realtosf,1,,211,
realtpsf,1,,211,
realtqsf,1,,211,
realtrsf,1,,819,
realtssf,1,,211,
realttsf,1,,819,
realtusf,1,,107,
realtvsf,1,,107,
realtwsf,1,,107,
realtxsf,1,,204,
realtysf,1,,819,
realtzsf,1,,411,
realuasf,1,,109,
realubsf,1,,109,
realucsf,1,,819,
realudsf,1,,107,
realuesf,1,,107,
realufsf,1,,107,
realugsf,1,,819,
realuhsf,1,,109,
realuisf,1,,204,
realujsf,1,,109,
realuksf,1,,819,
realulsf,1,,211,
realumsf,1,,411,
realunsf,1,,411,
realuosf,1,,109,
realupsf,1,,107,
realuqsf,1,,819,
realursf,1,,211,
realussf,1,,211,
realutsf,1,,109,
realuusf,1,,204,
realuvsf,1,,107,
realuwsf,1,,109,
realuxsf,1,,109,
realuysf,1,,107,
realuzsf,1,,109,
realvasf,1,,211,
realvbsf,1,,204,
realvcsf,1,,109,
realvdsf,1,,107,
realvesf,1,,819,
realvfsf,1,,819,
realvgsf,1,,819,
realvhsf,1,,109,
realvisf,1,,107,
realvjsf,1,,211,
realvksf,1,,211,
realvlsf,1,,107,
realvmsf,1,,211,
realvnsf,1,,411,
realvosf,1,,204,
realvpsf,1,,107,
realvqsf,1,,819,
realvrsf,1,,109,
realvssf,1,,411,
realvtsf,1,,107,
realvusf,1,,109,
realvvsf,1,,211,
realvwsf,1,,109,
realvxsf,1,,819,
realvysf,1,,109,
realvzsf,1,,107,
realwasf,1,,107,
realwbsf,1,,411,
realwcsf,1,,109,
realwdsf,1,,204,
realwesf,1,,107,
realwfsf,1,,109,
realwgsf,1,,819,
realwhsf,1,,819,
realwisf,1,,109,
realwjsf,1,,211,
realwksf,1,,109,
realwlsf,1,,211,
realwmsf,1,,211,
realwnsf,1,,819,
realwosf,1,,819,
realwpsf,1,,109,
realwqsf,1,,819,
realwrsf,1,,411,
realwssf,1,,107,
realwtsf,1,,411,
realwusf,1,,411,
realwvsf,1,,819,
realwwsf,1,,109,
realwxsf,1,,211,
realwysf,1,,411,
realwzsf,1,,107,
realxasf,1,,204,
realxbsf,1,,211,
realxcsf,1,,411,
realxdsf,1,,204,
realxesf,1,,411,
realxfsf,1,,107,
realxgsf,1,,411,
realxhsf,1,,204,
realxisf,1,,109,
realxjsf,1,,107,
realxksf,1,,109,
realxlsf,1,,211,
realxmsf,1,,204,
realxnsf,1,,819,
realxosf,1,,411,
realxpsf,1,,411,
realxqsf,1,,204,
realxrsf,1,,411,
realxssf,1,,819,
realxtsf,1,,411,
realxusf,1,,109,
realxvsf,1,,109,
realxwsf,1,,819,
realxxsf,1,,819,
realxysf,1,,204,
realxzsf,1,,211,
realyasf,1,,411,
realybsf,1,,819,
realycsf,1,,819,
realydsf,1,,819,
realyesf,1,,107,
realyfsf,1,,211,
realygsf,1,,211,
realyhsf,1,,107,
realyisf,1,,109,
realyjsf,1,,411,
realyksf,1,,211,
realylsf,1,,107,
realymsf,1,,204,
realynsf,1,,109,
realyosf,1,,204,
realypsf,1,,204,
realyqsf,1,,109,
realyrsf,1,,411,
realyssf,1,,107,
realytsf,1,,411,
realyusf,1,,211,
realyvsf,1,,107,
realywsf,1,,109,
realyxsf,1,,211,
realyysf,1,,411,
realyzsf,1,,107,
realzasf,1,,411,
realzbsf,1,,204,
realzcsf,1,,819,
realzdsf,1,,204,
realzesf,1,,819,
realzfsf,1,,211,
realzgsf,1,,109,
realzhsf,1,,204,
realzisf,1,,204,
realzjsf,1,,211,
realzksf,1,,211,
realzlsf,1,,411,
realzmsf,1,,204,
realznsf,1,,211,
realzosf,1,,107,
realzpsf,1,,411,
realzqsf,1,,109,
realzrsf,1,,204,
realzssf,1,,204,
realztsf,1,,107,
realzusf,1,,819,
realzvsf,1,,819,
realzwsf,1,,204,
realzxsf,1,,211,
realzysf,1,,204,
realzzsf,1,,211,
mucamu,1,,109,
katacazx,1,,109,
rmacaxf,1,,204,
juvcbwo,1,,109,
katacbzx,1,,109,
rmacbxf,1,,819,
muccmu,1,,204,
katacczx,1,,204,
juvccwo,1,,211,
juvcdwo,1,,109,
katacdzx,1,,211,
rmacdxf,1,,211,
mucemu,1,,107,
juvcewo,1,,819,
katacezx,1,,204,
rmacfxf,1,,211,
mucfmu,1,,411,
katacfzx,1,,411,
mucgmu,1,,819,
katacgzx,1,,211,
juvcgwo,1,,204,
rmachxf,1,,211,
juvchwo,1,,819,
katachzx,1,,109,
katacizx,1,,211,
rmacixf,1,,107,
juvciwo,1,,411,
mucjmu,1,,109,
katacjzx,1,,204,
juvcjwo,1,,411,
katackzx,1,,211,
muckmu,1,,411,
juvckwo,1,,109,
muclmu,1,,411,
juvclwo,1,,819,
kataclzx,1,,109,
mucmmu,1,,411,
juvcmwo,1,,204,
katacmzx,1,,204,
juvcnwo,1,,107,
katacnzx,1,,819,
rmacnxf,1,,211,
mucomu,1,,109,
juvcowo,1,,109,
rmacoxf,1,,109,
juvcpwo,1,,107,
katacpzx,1,,211,
rmacpxf,1,,211,
katacqzx,1,,109,
rmacqxf,1,,204,
juvcqwo,1,,204,
mucrmu,1,,109,
katacrzx,1,,109,
juvcrwo,1,,109,
rmacsxf,1,,819,
mucsmu,1,,109,
juvcswo,1,,107,
rmactxf,1,,819,
katactzx,1,,211,
juvctwo,1,,204,
katacuzx,1,,819,
juvcuwo,1,,411,
mucumu,1,,107,
mucvmu,1,,411,
juvcvwo,1,,411,
rmacvxf,1,,107,
rmacwxf,1,,107,
juvcwwo,1,,819,
katacwzx,1,,819,
mucxmu,1,,204,
rmacxxf,1,,411,
juvcxwo,1,,204,
mucymu,1,,204,
juvcywo,1,,204,
katacyzx,1,,107,
muczmu,1,,211,
juvczwo,1,,211,
kataczzx,1,,411,
rmadaxf,1,,211,
mudamu,1,,819,
katadazx,1,,204,
mudbmu,1,,819,
katadbzx,1,,109,
rmadbxf,1,,819,
juvdcwo,1,,109,
mudcmu,1,,109,
rmadcxf,1,,411,
kataddzx,1,,211,
rmaddxf,1,,211,
juvddwo,1,,411,
juvdewo,1,,211,
katadezx,1,,107,
rmadexf,1,,211,
mudfmu,1,,411,
katadfzx,1,,109,
juvdfwo,1,,109,
juvdgwo,1,,204,
mudgmu,1,,204,
katadgzx,1,,211,
rmadhxf,1,,211,
juvdhwo,1,,107,
mudhmu,1,,107,
katadizx,1,,107,
rmadixf,1,,819,
mudimu,1,,204,
rmadjxf,1,,109,
mudjmu,1,,204,
katadjzx,1,,109,
mudkmu,1,,107,
juvdkwo,1,,107,
rmadkxf,1,,109,
mudlmu,1,,411,
katadlzx,1,,411,
juvdlwo,1,,411,
mudmmu,1,,109,
katadmzx,1,,107,
juvdmwo,1,,107,
katadnzx,1,,819,
rmadnxf,1,,211,
mudnmu,1,,211,
rmadoxf,1,,411,
juvdowo,1,,109,
mudomu,1,,819,
mudpmu,1,,109,
juvdpwo,1,,411,
rmadpxf,1,,204,
rmadqxf,1,,109,
juvdqwo,1,,204,
mudqmu,1,,819,
mudrmu,1,,819,
rmadrxf,1,,819,
juvdrwo,1,,109,
juvdswo,1,,411,
katadszx,1,,109,
mudsmu,1,,411,
rmadtxf,1,,819,
mudtmu,1,,204,
katadtzx,1,,204,
rmaduxf,1,,211,
kataduzx,1,,819,
mudumu,1,,411,
katadvzx,1,,819,
juvdvwo,1,,411,
rmadvxf,1,,109,
katadwzx,1,,411,
rmadwxf,1,,107,
mudwmu,1,,107,
katadxzx,1,,204,
juvdxwo,1,,107,
mudxmu,1,,107,
rmadyxf,1,,109,
katadyzx,1,,411,
mudymu,1,,819,
juvdzwo,1,,211,
rmadzxf,1,,204,
katadzzx,1,,211,
juveawo,1,,109,
mueamu,1,,107,
kataeazx,1,,411,
muebmu,1,,819,
rmaebxf,1,,204,
juvebwo,1,,109,
muecmu,1,,204,
juvecwo,1,,211,
kataeczx,1,,109,
juvedwo,1,,211,
kataedzx,1,,819,
rmaedxf,1,,204,
juveewo,1,,411,
mueemu,1,,411,
kataeezx,1,,819,
rmaefxf,1,,211,
juvefwo,1,,411,
muefmu,1,,211,
kataegzx,1,,211,
juvegwo,1,,211,
rmaegxf,1,,819,
muehmu,1,,109,
rmaehxf,1,,819,
juvehwo,1,,204,
rmaeixf,1,,204,
juveiwo,1,,211,
mueimu,1,,211,
muejmu,1,,211,
juvejwo,1,,204,
rmaejxf,1,,411,
juvekwo,1,,211,
rmaekxf,1,,107,
kataekzx,1,,211,
muelmu,1,,819,
juvelwo,1,,819,
kataelzx,1,,411,
kataemzx,1,,204,
muemmu,1,,819,
rmaemxf,1,,819,
kataenzx,1,,107,
muenmu,1,,211,
rmaenxf,1,,819,
kataeozx,1,,109,
rmaeoxf,1,,411,
mueomu,1,,211,
kataepzx,1,,109,
juvepwo,1,,411,
muepmu,1,,109,
juveqwo,1,,204,
rmaeqxf,1,,411,
mueqmu,1,,204,
juverwo,1,,211,
rmaerxf,1,,411,
muermu,1,,204,
juveswo,1,,819,
muesmu,1,,107,
kataeszx,1,,204,
juvetwo,1,,109,
kataetzx,1,,411,
muetmu,1,,411,
juveuwo,1,,204,
mueumu,1,,819,
kataeuzx,1,,211,
rmaevxf,1,,204,
muevmu,1,,211,
juvevwo,1,,211,
kataewzx,1,,211,
juvewwo,1,,107,
muewmu,1,,819,
juvexwo,1,,107,
rmaexxf,1,,109,
kataexzx,1,,204,
rmaeyxf,1,,211,
kataeyzx,1,,204,
mueymu,1,,411,
juvezwo,1,,819,
kataezzx,1,,411,
rmaezxf,1,,819,
juvfawo,1,,211,
katafazx,1,,109,
rmafaxf,1,,211,
mufbmu,1,,211,
katafbzx,1,,211,
rmafbxf,1,,411,
katafczx,1,,819,
juvfcwo,1,,204,
mufcmu,1,,109,
katafdzx,1,,204,
juvfdwo,1,,411,
rmafdxf,1,,411,
juvfewo,1,,204,
mufemu,1,,411,
rmafexf,1,,204,
rmaffxf,1,,819,
muffmu,1,,819,
juvffwo,1,,819,
mufgmu,1,,109,
juvfgwo,1,,819,
katafgzx,1,,211,
rmafhxf,1,,107,
juvfhwo,1,,819,
mufhmu,1,,204,
juvfiwo,1,,211,
rmafixf,1,,204,
mufimu,1,,211,
juvfjwo,1,,204,
katafjzx,1,,819,
rmafjxf,1,,204,
rmafkxf,1,,819,
mufkmu,1,,411,
juvfkwo,1,,107,
juvflwo,1,,819,
muflmu,1,,107,
kataflzx,1,,204,
mufmmu,1,,819,
katafmzx,1,,107,
juvfmwo,1,,109,
mufnmu,1,,411,
rmafnxf,1,,411,
juvfnwo,1,,107,
katafozx,1,,411,
rmafoxf,1,,411,
mufomu,1,,411,
mufpmu,1,,109,
katafpzx,1,,107,
juvfpwo,1,,211,
katafqzx,1,,107,
mufqmu,1,,107,
rmafqxf,1,,109,
katafrzx,1,,211,
mufrmu,1,,107,
juvfrwo,1,,107,
rmafsxf,1,,211,
katafszx,1,,211,
juvfswo,1,,819,
muftmu,1,,819,
kataftzx,1,,819,
juvftwo,1,,107,
juvfuwo,1,,204,
katafuzx,1,,211,
mufumu,1,,211,
mufvmu,1,,109,
katafvzx,1,,109,
juvfvwo,1,,109,
katafwzx,1,,204,
mufwmu,1,,109,
rmafwxf,1,,109,
katafxzx,1,,109,
rmafxxf,1,,819,
juvfxwo,1,,411,
rmafyxf,1,,819,
juvfywo,1,,107,
katafyzx,1,,204,
rmafzxf,1,,204,
mufzmu,1,,819,
juvfzwo,1,,211,
juvgawo,1,,107,
rmagaxf,1,,411,
mugamu,1,,109,
mugbmu,1,,107,
rmagbxf,1,,107,
juvgbwo,1,,204,
katagczx,1,,204,
mugcmu,1,,411,
juvgcwo,1,,107,
rmagdxf,1,,411,
juvgdwo,1,,819,
katagdzx,1,,411,
katagezx,1,,211,
juvgewo,1,,204,
rmagexf,1,,204,
mugfmu,1,,107,
juvgfwo,1,,204,
katagfzx,1,,109,
kataggzx,1,,107,
juvggwo,1,,204,
muggmu,1,,109,
rmaghxf,1,,204,
juvghwo,1,,107,
mughmu,1,,107,
mugimu,1,,107,
katagizx,1,,819,
rmagixf,1,,204,
juvgjwo,1,,107,
katagjzx,1,,204,
rmagjxf,1,,107,
juvgkwo,1,,109,
katagkzx,1,,411,
rmagkxf,1,,107,
kataglzx,1,,211,
rmaglxf,1,,411,
muglmu,1,,819,
katagmzx,1,,109,
rmagmxf,1,,107,
mugmmu,1,,819,
katagnzx,1,,204,
mugnmu,1,,204,
juvgnwo,1,,819,
mugomu,1,,109,
rmagoxf,1,,107,
katagozx,1,,204,
katagpzx,1,,819,
juvgpwo,1,,107,
rmagpxf,1,,109,
juvgqwo,1,,107,
mugqmu,1,,819,
katagqzx,1,,211,
juvgrwo,1,,107,
mugrmu,1,,411,
rmagrxf,1,,107,
mugsmu,1,,204,
katagszx,1,,211,
juvgswo,1,,204,
juvgtwo,1,,109,
katagtzx,1,,204,
mugtmu,1,,819,
mugumu,1,,107,
kataguzx,1,,819,
rmaguxf,1,,109,
mugvmu,1,,109,
katagvzx,1,,204,
juvgvwo,1,,819,
juvgwwo,1,,107,
katagwzx,1,,819,
rmagwxf,1,,211,
mugxmu,1,,109,
katagxzx,1,,109,
rmagxxf,1,,211,
rmagyxf,1,,211,
katagyzx,1,,107,
mugymu,1,,411,
juvgzwo,1,,109,
katagzzx,1,,411,
rmagzxf,1,,411,
katahazx,1,,411,
juvhawo,1,,109,
rmahaxf,1,,204,
katahbzx,1,,411,
muhbmu,1,,204,
rmahbxf,1,,204,
juvhcwo,1,,109,
rmahcxf,1,,211,
muhcmu,1,,204,
rmahdxf,1,,411,
juvhdwo,1,,109,
katahdzx,1,,411,
katahezx,1,,204,
juvhewo,1,,211,
rmahexf,1,,211,
katahfzx,1,,211,
juvhfwo,1,,211,
rmahfxf,1,,204,
muhgmu,1,,819,
katahgzx,1,,411,
juvhgwo,1,,204,
muhhmu,1,,211,
rmahhxf,1,,107,
katahhzx,1,,819,
muhimu,1,,204,
rmahixf,1,,109,
juvhiwo,1,,109,
muhjmu,1,,819,
katahjzx,1,,107,
rmahjxf,1,,204,
katahkzx,1,,204,
muhkmu,1,,211,
rmahkxf,1,,819,
rmahlxf,1,,107,
muhlmu,1,,204,
juvhlwo,1,,211,
juvhmwo,1,,107,
rmahmxf,1,,204,
muhmmu,1,,411,
muhnmu,1,,819,
juvhnwo,1,,204,
katahnzx,1,,819,
katahozx,1,,204,
juvhowo,1,,211,
muhomu,1,,107,
katahpzx,1,,819,
muhpmu,1,,819,
rmahpxf,1,,204,
juvhqwo,1,,411,
katahqzx,1,,109,
muhqmu,1,,109,
katahrzx,1,,107,
juvhrwo,1,,411,
muhrmu,1,,411,
muhsmu,1,,204,
juvhswo,1,,109,
rmahsxf,1,,211,
rmahtxf,1,,107,
katahtzx,1,,411,
juvhtwo,1,,107,
katahuzx,1,,204,
muhumu,1,,819,
juvhuwo,1,,107,
katahvzx,1,,204,
juvhvwo,1,,204,
muhvmu,1,,211,
muhwmu,1,,107,
juvhwwo,1,,411,
rmahwxf,1,,411,
juvhxwo,1,,819,
muhxmu,1,,204,
rmahxxf,1,,107,
katahyzx,1,,109,
muhymu,1,,411,
rmahyxf,1,,211,
juvhzwo,1,,411,
muhzmu,1,,109,
katahzzx,1,,411,
muiamu,1,,107,
rmaiaxf,1,,819,
kataiazx,1,,109,
muibmu,1,,204,
kataibzx,1,,819,
juvibwo,1,,211,
kataiczx,1,,204,
rmaicxf,1,,204,
juvicwo,1,,204,
kataidzx,1,,411,
juvidwo,1,,211,
rmaidxf,1,,411,
muiemu,1,,107,
juviewo,1,,107,
kataiezx,1,,109,
muifmu,1,,109,
rmaifxf,1,,819,
juvifwo,1,,107,
muigmu,1,,109,
kataigzx,1,,211,
juvigwo,1,,204,
juvihwo,1,,107,
muihmu,1,,109,
rmaihxf,1,,211,
kataiizx,1,,819,
muiimu,1,,211,
juviiwo,1,,819,
rmaijxf,1,,204,
kataijzx,1,,411,
muijmu,1,,411,
muikmu,1,,411,
kataikzx,1,,109,
juvikwo,1,,107,
muilmu,1,,411,
katailzx,1,,411,
juvilwo,1,,204,
kataimzx,1,,411,
rmaimxf,1,,819,
muimmu,1,,411,
katainzx,1,,411,
